application_id,age,income,employment_years,loan_amount,term_months,existing_debt,dti,prior_defaults,inquiries_6m,purpose,region,defaulted_12m
A202121,49,60433,2.8,14087,24,42670,0.4696,0,0,debt_consolidation,south,1
A202122,49,46091,4.2,10316,12,8664,0.3178,0,0,home_improvement,south,0
A202123,21,82827,3.4,17093,36,2340,0.0829,2,0,debt_consolidation,central,0
A202124,26,30522,6.6,11535,24,3091,0.2396,0,0,other,east,0
A202125,21,105253,2.1,13498,60,2726,0.0386,1,0,debt_consolidation,central,0
A202126,21,46921,4.7,11031,48,11232,0.1785,0,2,home_improvement,north,0
A202127,51,107427,8.0,17551,36,14850,0.1236,0,3,other,south,0
A202128,26,30854,2.2,1908,60,8005,0.1421,0,0,debt_consolidation,north,0
A202129,36,19969,7.0,12782,60,9332,0.3617,0,1,other,central,0
A202130,52,30845,3.5,3033,48,5063,0.1067,0,0,education,east,0
A202131,60,28854,0.6,35031,36,5854,0.5061,0,0,home_improvement,north,0
A202132,35,22320,8.8,4929,60,9006,0.2459,0,2,car,north,0
A202133,30,98341,4.9,5889,60,13962,0.083,1,1,other,north,1
A202134,32,67084,9.0,8564,48,5276,0.0712,1,1,debt_consolidation,east,0
A202135,30,80364,4.1,4619,60,6216,0.0502,2,3,car,east,0
A202136,21,32888,2.8,6471,36,1122,0.0826,0,0,debt_consolidation,east,0
A202137,49,52763,8.6,7448,36,3417,0.0794,0,0,debt_consolidation,south,0
A202138,48,27134,11.0,8612,24,409,0.1662,0,1,home_improvement,south,0
A202139,33,41129,0.7,5792,48,29087,0.3888,1,1,car,central,0
A202140,23,116003,12.8,11335,12,7439,0.1298,0,1,medical,central,0
A202141,33,48932,4.5,10425,12,3735,0.2512,0,2,education,north,0
A202142,42,18424,8.7,6985,24,29711,0.9959,0,4,debt_consolidation,north,0
A202143,36,163030,4.1,14264,24,28835,0.1322,0,0,medical,east,0
A202144,40,32635,2.9,7575,48,795,0.0702,0,1,education,east,0
A202145,25,28968,4.4,8457,60,10091,0.2326,0,1,medical,north,1
A202146,54,63017,16.0,26182,24,2057,0.2241,0,1,other,central,1
A202147,47,54419,5.8,15424,12,4910,0.3285,0,0,car,north,0
A202148,29,43419,6.2,22718,48,9829,0.244,3,1,education,south,1
A202149,32,60069,1.3,3859,24,19479,0.1943,0,0,education,north,0
A202150,24,35764,4.8,4468,12,8893,0.2493,0,1,education,south,0
A202151,42,33206,4.6,5984,36,900,0.0736,0,2,debt_consolidation,north,0
A202152,31,127697,7.4,44374,48,2580,0.097,0,3,debt_consolidation,south,0
A202153,40,55363,10.5,6023,36,5272,0.0839,0,2,debt_consolidation,south,0
A202154,36,31223,7.7,9954,24,4539,0.2321,0,0,other,south,0
A202155,29,56721,1.8,13042,60,7845,0.1151,0,0,debt_consolidation,east,0
A202156,28,74395,3.5,15350,12,9025,0.267,0,4,home_improvement,north,0
A202157,32,38874,2.1,6827,48,1593,0.0644,0,2,other,central,0
A202158,34,91322,0.9,9909,48,11084,0.0878,0,4,home_improvement,north,0
A202159,57,56830,5.0,5505,48,21590,0.2142,0,0,other,central,0
A202160,42,62415,15.3,2774,12,7211,0.1022,0,0,home_improvement,south,0
A202161,37,52254,3.7,6945,36,33659,0.3664,0,1,car,north,0
A202162,33,19759,7.0,13186,48,22757,0.7427,0,1,car,east,0
A202163,29,115877,1.7,6040,48,22519,0.1102,0,2,education,central,0
A202164,40,148305,7.8,5660,48,6344,0.0309,0,0,medical,east,0
A202165,46,40944,2.5,12794,60,5802,0.1333,0,1,debt_consolidation,south,0
A202166,47,27785,9.7,6809,12,1671,0.2751,0,2,car,east,0
A202167,37,21933,3.0,25485,24,11644,0.8464,0,1,education,east,1
A202168,25,33549,5.3,8890,60,35711,0.5852,0,1,car,north,0
A202169,23,192656,3.5,7887,60,26052,0.0758,0,0,debt_consolidation,central,0
A202170,38,20279,7.5,11823,12,1797,0.6273,0,2,debt_consolidation,north,0
A202171,32,70269,7.6,8532,48,4677,0.0636,0,4,medical,north,0
A202172,43,114088,9.9,21237,48,804,0.0501,1,2,other,central,0
A202173,39,44121,1.9,7243,36,20088,0.2824,0,0,car,north,0
A202174,43,32284,3.8,7026,12,7717,0.3371,0,1,debt_consolidation,south,0
A202175,37,113275,4.4,6454,24,11509,0.0793,0,1,debt_consolidation,east,0
A202176,25,43983,0.9,6802,36,3330,0.0894,0,1,debt_consolidation,central,0
A202177,38,19305,1.9,16178,36,7525,0.4742,0,1,debt_consolidation,east,0
A202178,32,36405,4.9,7229,24,4951,0.1673,1,1,debt_consolidation,south,0
A202179,43,34760,5.4,15699,36,7069,0.2522,0,2,car,south,0
A202180,43,35191,3.2,9204,60,1938,0.0798,0,1,debt_consolidation,north,0
A202181,23,49885,3.4,24097,36,6267,0.2238,0,0,education,north,0
A202182,30,85994,4.7,25869,48,20193,0.1926,0,3,home_improvement,central,0
A202183,26,48832,6.4,8888,12,3590,0.2188,0,1,medical,north,0
A202184,61,19561,1.6,29432,24,15212,1.1411,0,1,debt_consolidation,south,1
A202185,38,107678,9.6,12066,36,23008,0.1442,0,2,other,east,0
A202186,25,51623,5.2,60000,48,5346,0.3423,0,0,debt_consolidation,north,0
A202187,41,67124,4.6,18402,60,2282,0.0718,0,0,debt_consolidation,south,0
A202188,44,65356,2.1,7272,12,4969,0.1493,0,1,education,east,0
A202189,36,38135,8.1,18964,12,7772,0.5992,1,4,car,central,1
A202190,33,84100,2.0,5156,60,4699,0.0402,0,2,debt_consolidation,south,0
A202191,48,37289,4.4,4608,12,2945,0.1631,0,5,debt_consolidation,south,0
A202192,41,34113,2.2,10987,12,28432,0.7388,0,1,home_improvement,east,0
A202193,49,92470,7.4,8661,36,16799,0.1221,0,0,medical,east,0
A202194,39,88122,10.3,8646,24,21210,0.1694,0,0,other,north,0
A202195,30,90243,2.4,7541,24,7695,0.0844,0,1,medical,south,0
A202196,28,76043,3.4,11571,36,49876,0.3787,0,1,car,east,0
A202197,56,34797,1.9,5268,48,11627,0.2049,1,2,education,north,1
A202198,36,24534,4.1,6500,12,2208,0.3099,0,1,car,north,0
A202199,48,25520,2.5,3179,48,5782,0.1444,0,0,education,central,0
A202200,21,55442,3.6,9273,12,72440,0.8206,1,0,medical,east,1
A202201,31,24861,1.0,4146,36,2873,0.1134,0,1,education,east,0
A202202,46,84208,9.7,12520,12,7175,0.1913,0,1,debt_consolidation,south,0
A202203,40,45386,3.2,21858,48,2993,0.1534,2,2,other,north,0
A202204,45,20596,9.5,16351,36,6064,0.4118,0,4,other,central,0
A202205,54,50057,0.2,8288,60,2193,0.055,0,1,debt_consolidation,east,0
A202206,51,43645,10.0,6116,36,1499,0.0639,0,0,debt_consolidation,east,0
A202207,52,90975,2.7,3584,24,8416,0.066,0,1,car,south,0
A202208,21,27748,1.9,13510,24,4621,0.3267,0,1,debt_consolidation,east,0
A202209,40,55634,5.7,5961,48,3501,0.0583,0,3,car,east,0
A202210,50,81952,3.6,17452,12,3236,0.2327,0,3,other,north,0
A202211,42,15029,6.5,8679,12,2295,0.6538,0,1,home_improvement,south,1
A202212,42,190605,3.5,16939,48,6265,0.0387,1,5,education,central,0
A202213,50,97975,5.2,15587,60,2780,0.046,0,3,home_improvement,north,0
A202214,33,23882,0.5,11134,48,18316,0.5,1,0,home_improvement,north,1
A202215,27,78869,2.9,5579,12,16417,0.1748,0,2,car,south,0
A202216,58,39500,2.2,10376,36,11647,0.235,0,1,home_improvement,central,0
A202217,36,83169,6.3,8740,60,1188,0.0282,0,0,debt_consolidation,central,0
A202218,48,15992,5.5,4056,12,5640,0.43,1,0,debt_consolidation,north,0
A202219,60,31035,3.5,4384,48,2479,0.0753,0,0,debt_consolidation,south,0
A202220,38,70925,2.9,7189,48,1000,0.0324,1,2,debt_consolidation,north,0
A202221,39,45900,4.5,13426,60,5894,0.1227,3,0,car,central,0
A202222,36,30125,8.4,21182,24,40846,1.0295,1,0,debt_consolidation,east,0
A202223,42,53512,10.2,9068,48,1894,0.0601,1,1,car,north,0
A202224,41,85528,6.8,14163,24,88390,0.5995,0,0,home_improvement,central,0
A202225,27,118855,4.6,6342,12,1419,0.0593,0,0,debt_consolidation,north,0
A202226,38,36237,7.2,12377,48,6059,0.169,0,0,other,north,0
A202227,44,49927,6.0,11395,36,26114,0.3376,1,0,debt_consolidation,north,0
A202228,37,26958,3.3,24727,12,13049,1.1593,0,2,medical,east,1
A202229,26,59557,18.6,4614,60,25863,0.2326,0,1,education,central,0
A202230,35,115207,3.5,28688,12,1739,0.2566,0,3,education,central,0
A202231,53,76991,2.4,11089,36,3753,0.0724,0,0,other,central,0
A202232,21,19801,7.1,22265,60,1712,0.2681,0,3,education,south,0
A202233,44,95845,4.6,3714,36,34353,0.1921,0,0,debt_consolidation,east,0
A202234,27,26261,3.1,14671,36,231363,1.2,3,0,car,north,1
A202235,53,24332,9.4,24270,60,4163,0.285,1,3,debt_consolidation,central,1
A202236,31,45006,3.0,1782,60,14611,0.1702,1,2,debt_consolidation,north,0
A202237,30,40054,12.2,10969,48,5329,0.135,0,1,car,east,0
A202238,39,54341,3.0,6475,36,15942,0.1864,0,0,other,south,0
A202239,30,70532,5.6,12429,36,1747,0.0711,0,0,home_improvement,south,0
A202240,55,96336,2.2,9482,36,2840,0.0475,0,0,home_improvement,north,0
A202241,30,68130,8.1,5272,12,20737,0.2296,0,3,other,south,0
A202242,35,46466,8.8,9578,36,5067,0.1232,0,3,debt_consolidation,central,0
A202243,41,43503,6.6,10341,60,5987,0.1164,0,0,education,central,0
A202244,33,49062,1.9,9763,36,861,0.0751,1,2,medical,east,0
A202245,47,41294,1.1,5683,24,17141,0.2764,0,0,education,south,1
A202246,49,66903,2.7,5624,36,4154,0.0591,1,0,debt_consolidation,central,0
A202247,27,41530,1.2,5674,48,904,0.045,0,0,car,south,0
A202248,21,29428,0.5,11318,60,12824,0.2948,0,0,education,east,0
A202249,28,96130,3.2,10719,36,56691,0.332,0,0,other,east,0
A202250,44,121143,5.8,4999,48,2812,0.0219,1,3,debt_consolidation,east,0
A202251,33,25773,1.0,7969,48,11881,0.3078,0,0,debt_consolidation,south,0
A202252,31,58096,4.0,9857,36,9379,0.1373,0,0,car,east,0
A202253,27,64679,2.3,4851,36,35464,0.2992,0,4,home_improvement,south,0
A202254,27,80992,9.2,4688,48,2849,0.0321,0,0,debt_consolidation,east,0
A202255,39,116470,5.9,3112,36,16154,0.0783,0,0,car,east,0
A202256,44,32241,4.9,10214,24,10369,0.3192,0,0,debt_consolidation,north,0
A202257,45,43603,4.3,10149,60,644,0.0539,0,0,home_improvement,north,0
A202258,21,16935,7.8,11207,24,2014,0.3903,0,1,car,east,0
A202259,53,34565,4.6,8867,24,6177,0.2176,0,3,debt_consolidation,north,0
A202260,38,39405,6.5,11162,60,12982,0.2214,0,2,debt_consolidation,central,0
A202261,29,45364,4.9,51276,24,1427,0.5809,0,0,debt_consolidation,central,0
A202262,32,45621,1.8,5507,12,1693,0.1393,0,2,car,north,0
A202263,56,17002,9.2,14879,36,9722,0.5776,0,3,medical,east,0
A202264,42,22109,7.0,10590,48,1726,0.1588,0,3,medical,central,0
A202265,24,46540,1.5,7070,60,15308,0.1948,1,3,car,south,0
A202266,50,48027,7.3,5871,12,15016,0.2786,0,1,debt_consolidation,central,0
A202267,44,80185,14.1,9526,36,7594,0.087,0,1,car,east,0
A202268,25,26335,0.6,3566,36,328,0.0514,0,5,car,central,0
A202269,44,76419,4.0,3871,36,4645,0.0473,0,0,debt_consolidation,north,0
A202270,32,85141,1.6,9630,12,27503,0.2746,0,2,debt_consolidation,east,0
A202271,41,35206,3.2,3188,12,12553,0.2688,0,0,car,central,0
A202272,49,25588,6.7,20434,36,14886,0.5571,0,2,car,north,0
A202273,32,21757,0.9,7699,12,2686,0.4156,1,1,car,central,1
A202274,48,73280,3.4,28884,60,8437,0.1364,0,0,car,east,0
A202275,34,64255,3.0,21556,36,15247,0.2305,0,0,car,south,0
A202276,56,92320,1.6,14508,24,28026,0.2304,2,0,car,north,0
A202277,53,54773,4.2,8472,24,1644,0.0923,0,0,home_improvement,north,0
A202278,52,66447,4.6,20563,48,8677,0.1427,0,2,education,east,0
A202279,41,64686,5.6,4887,60,561,0.0194,0,3,home_improvement,east,0
A202280,48,72597,11.4,6430,12,4360,0.1186,0,1,education,south,0
A202281,22,70271,9.9,7415,60,1343,0.0307,0,0,debt_consolidation,south,0
A202282,32,122306,1.1,10594,24,8568,0.0783,0,0,car,north,0
A202283,21,58744,1.2,10553,48,7718,0.1106,0,0,car,central,0
A202284,37,62370,8.2,5971,60,4006,0.0513,0,0,debt_consolidation,north,0
A202285,47,96484,7.0,2620,60,4899,0.0308,1,4,debt_consolidation,east,0
A202286,38,53258,0.3,19862,36,26068,0.369,0,0,home_improvement,east,0
A202287,21,128318,2.7,21261,24,8691,0.1167,0,3,car,central,0
A202288,28,30585,3.7,10755,60,453,0.0777,0,0,debt_consolidation,central,0
A202289,28,32108,0.8,4283,60,2211,0.0611,0,0,other,south,0
A202290,40,82634,8.0,3621,48,1847,0.0221,0,1,debt_consolidation,north,0
A202291,34,69217,4.3,15417,36,1249,0.0833,0,1,other,east,0
A202292,38,77248,5.5,4555,24,8909,0.0871,0,3,car,north,0
A202293,24,28513,7.0,2694,12,4967,0.1816,1,0,debt_consolidation,north,0
A202294,42,129141,1.0,5628,24,15471,0.0817,0,0,car,north,0
A202295,58,25718,0.7,6351,36,16542,0.4039,3,3,car,south,0
A202296,32,74828,7.9,33518,12,20480,0.5848,0,1,education,south,0
A202297,28,22816,9.7,5580,48,22594,0.5563,2,1,home_improvement,north,1
A202298,41,25302,5.8,15990,36,1759,0.2454,0,3,other,north,0
A202299,34,19327,8.7,3069,60,9706,0.2829,0,0,debt_consolidation,south,0
A202300,47,107198,5.8,10193,48,541,0.0263,0,0,medical,north,0
A202301,36,28941,1.5,5581,36,4678,0.1451,0,0,car,south,0
A202302,31,47112,4.3,4085,36,4741,0.0792,0,3,other,east,0
A202303,50,110777,2.8,12939,48,5327,0.0532,0,2,debt_consolidation,north,0
A202304,41,40531,9.4,6230,12,2702,0.187,0,5,home_improvement,south,0
A202305,32,81071,12.4,5690,48,18694,0.1328,0,0,home_improvement,central,0
A202306,42,77698,0.7,8116,60,2002,0.0338,2,2,debt_consolidation,central,0
A202307,49,83292,5.3,9010,24,4037,0.0783,1,0,debt_consolidation,north,0
A202308,42,44458,1.6,2434,24,5232,0.0862,0,2,home_improvement,east,0
A202309,37,65673,2.9,24412,12,21826,0.5379,0,0,debt_consolidation,south,1
A202310,44,51672,2.0,2787,24,9457,0.1185,0,1,home_improvement,central,0
A202311,36,82238,3.9,9609,24,9862,0.1184,0,4,debt_consolidation,north,0
A202312,44,31196,2.1,5037,24,3038,0.1294,0,1,other,north,0
A202313,46,18419,2.5,20495,12,6798,1.2,0,0,home_improvement,east,1
A202314,32,61589,7.7,4470,24,2785,0.0589,0,0,car,north,0
A202315,55,35236,0.7,4881,60,21927,0.3388,2,1,home_improvement,north,1
A202316,21,21294,13.4,8288,24,9827,0.4254,0,0,debt_consolidation,central,0
A202317,47,20074,7.0,10440,24,1076,0.2868,0,5,car,north,0
A202318,54,73457,1.7,11294,36,1653,0.0625,0,1,education,east,0
A202319,24,36275,6.4,2519,36,3699,0.0741,0,2,home_improvement,south,0
A202320,31,29681,2.5,13195,12,931,0.4602,0,3,education,central,0
A202321,31,49157,10.2,21817,12,2520,0.4695,0,0,car,east,0
A202322,35,86895,3.9,10345,36,1576,0.0488,0,0,education,north,0
A202323,49,23097,2.1,20964,48,2222,0.275,0,2,medical,south,0
A202324,58,32824,3.5,5547,12,1949,0.1987,0,0,debt_consolidation,east,0
A202325,55,86423,14.9,8441,36,18022,0.1368,0,0,debt_consolidation,north,0
A202326,50,57700,18.8,2597,36,4167,0.0511,0,0,car,east,0
A202327,28,94871,1.2,7433,48,24175,0.147,0,1,other,east,0
A202328,43,39912,4.9,6511,48,2015,0.066,3,0,home_improvement,central,0
A202329,28,22156,2.6,4466,48,5658,0.1781,0,0,home_improvement,east,0
A202330,52,154553,4.7,6911,24,15875,0.0737,0,1,car,north,0
A202331,36,80902,7.4,36082,48,5302,0.1443,0,1,home_improvement,east,0
A202332,45,69609,2.6,7065,48,11629,0.1089,0,1,home_improvement,central,0
A202333,27,56633,4.6,2760,48,1915,0.0291,0,2,education,east,0
A202334,45,73381,9.5,6855,48,7580,0.075,1,5,education,north,0
A202335,33,84011,4.0,6625,36,7774,0.0726,3,3,car,south,0
A202336,54,108795,5.3,5367,36,4911,0.039,0,3,car,south,0
A202337,21,106133,2.1,3832,24,7646,0.0541,0,3,debt_consolidation,north,0
A202338,42,96776,2.1,9754,36,1936,0.0436,0,2,home_improvement,south,0
A202339,41,101757,0.7,3545,12,6068,0.0647,1,0,car,central,0
A202340,51,113598,4.6,5117,48,612,0.014,0,0,other,south,0
A202341,41,48841,2.3,4329,60,1725,0.0354,0,1,home_improvement,north,0
A202342,37,38191,4.1,18621,48,4487,0.1806,0,1,other,north,0
A202343,21,16872,0.3,16027,24,8300,0.7209,0,0,education,north,0
A202344,31,32010,6.8,21215,24,6563,0.4339,0,0,other,north,0
A202345,23,52394,2.3,11070,48,2495,0.0766,0,4,medical,east,0
A202346,37,27221,1.2,4991,12,2509,0.2294,0,1,home_improvement,north,0
A202347,57,29319,2.3,2709,12,22821,0.4816,0,0,debt_consolidation,east,0
A202348,35,63590,4.1,10387,24,31291,0.3277,0,1,debt_consolidation,south,0
A202349,32,93732,1.5,6913,24,1854,0.0468,0,0,other,south,0
A202350,39,57545,3.1,12088,24,9145,0.1845,0,1,home_improvement,south,0
A202351,34,84208,1.5,20896,60,47879,0.3339,0,0,education,east,0
A202352,40,48300,6.1,36950,24,976,0.3926,1,3,other,central,0
A202353,55,108168,5.8,11005,24,7443,0.0853,0,5,medical,east,0
A202354,28,107999,5.6,4201,12,7328,0.0728,0,0,debt_consolidation,east,0
A202355,32,42756,2.3,15984,36,6137,0.1964,0,0,home_improvement,north,0
A202356,50,35454,1.1,7360,12,3996,0.2639,0,3,car,north,0
A202357,28,32815,1.9,8904,24,4761,0.2082,0,0,debt_consolidation,north,0
A202358,47,161620,6.1,15584,60,3664,0.0306,0,3,education,north,0
A202359,49,41743,3.2,18537,60,12415,0.2375,0,2,home_improvement,south,0
A202360,25,63168,1.3,27453,48,3032,0.1327,0,2,other,north,0
A202361,40,67169,2.1,6957,12,8742,0.1686,0,0,debt_consolidation,central,0
A202362,21,141936,2.2,8588,60,1160,0.0162,0,2,medical,central,0
A202363,30,240000,0.2,27392,24,2139,0.0615,1,1,home_improvement,east,0
A202364,33,56163,7.0,11046,36,5361,0.1133,0,0,car,south,0
A202365,49,28652,1.8,5778,48,19006,0.3821,1,0,debt_consolidation,east,1
A202366,30,42083,3.3,8641,36,11705,0.2075,0,0,debt_consolidation,central,0
A202367,32,40774,3.7,13287,12,10746,0.4576,0,3,debt_consolidation,north,0
A202368,46,39994,3.3,8172,12,5350,0.2712,0,0,debt_consolidation,north,0
A202369,38,60291,4.5,6741,36,5365,0.0818,0,4,education,central,0
A202370,38,81222,5.9,25622,36,1053,0.1116,1,4,car,central,0
A202371,56,31470,2.9,6077,48,2537,0.0886,0,2,medical,east,0
A202372,33,75872,5.8,16941,24,3257,0.1331,0,1,other,north,0
A202373,33,33498,3.1,7308,48,6578,0.1527,0,0,debt_consolidation,south,0
A202374,42,62136,1.6,3279,60,26451,0.2234,0,1,home_improvement,east,0
A202375,40,49939,8.4,6636,60,8359,0.1103,0,4,car,east,0
A202376,26,68450,7.0,14824,24,10681,0.1863,0,1,car,south,0
A202377,52,34586,2.2,4073,36,25559,0.4088,1,5,debt_consolidation,east,1
A202378,53,26167,6.9,13075,12,1881,0.5356,0,1,car,east,0
A202379,23,36808,7.8,5482,12,25433,0.4944,0,3,car,south,0
A202380,61,29870,5.5,9224,48,9852,0.2421,0,0,car,central,1
A202381,32,67682,4.5,12476,60,4596,0.0708,1,2,medical,east,0
A202382,24,148220,4.5,19560,36,889,0.047,0,1,debt_consolidation,east,0
A202383,25,94257,5.7,8326,24,2633,0.0581,0,1,home_improvement,south,0
A202384,50,33838,1.0,4957,36,4196,0.1108,2,3,debt_consolidation,east,1
A202385,52,58664,1.1,8537,48,3611,0.0672,0,4,other,south,0
A202386,26,47018,2.7,21791,24,3351,0.2674,0,2,home_improvement,south,0
A202387,30,48537,5.0,15410,12,3558,0.3541,0,2,education,south,0
A202388,45,48011,2.9,2721,36,77804,0.8292,0,1,debt_consolidation,east,0
A202389,25,62534,4.3,12418,36,336,0.0689,0,1,debt_consolidation,east,0
A202390,47,131272,3.2,6523,24,15683,0.0846,0,1,car,east,0
A202391,49,52474,8.8,8533,48,2078,0.0605,0,0,other,south,0
A202392,40,38273,1.5,12640,48,33805,0.5242,1,0,car,south,1
A202393,43,53178,0.6,9453,48,23153,0.2621,0,4,debt_consolidation,central,0
A202394,39,43725,7.1,1589,60,1461,0.024,1,2,home_improvement,east,0
A202395,50,91019,3.5,6220,48,21499,0.1352,0,0,home_improvement,south,0
A202396,52,58465,5.8,5748,24,8288,0.12,0,1,debt_consolidation,east,0
A202397,27,114004,1.8,10600,12,19985,0.1806,0,3,medical,east,0
A202398,48,36026,0.2,10019,36,1372,0.1117,0,2,other,south,0
A202399,26,18586,9.6,5479,12,17795,0.7735,0,0,debt_consolidation,east,0
A202400,29,25176,1.5,3270,60,1091,0.0476,0,2,other,north,0
A202401,59,43859,5.7,15055,48,3704,0.128,0,2,medical,central,0
A202402,21,38511,4.6,20288,48,2880,0.1691,0,5,debt_consolidation,north,0
A202403,38,17319,5.4,13776,48,3528,0.3007,0,0,education,central,0
A202404,49,91724,1.1,8837,48,11957,0.0893,0,3,medical,north,0
A202405,39,41731,3.3,6454,36,4018,0.0997,0,1,education,east,0
A202406,44,115013,6.3,2681,24,3144,0.0253,0,0,car,central,0
A202407,25,49467,1.4,5839,48,4160,0.0716,0,0,debt_consolidation,east,0
A202408,37,110183,6.4,27247,36,6192,0.1105,0,0,medical,north,0
A202409,28,46094,4.7,2846,48,10489,0.1292,0,0,debt_consolidation,central,1
A202410,46,88147,7.8,13704,60,1160,0.0377,0,2,education,south,0
A202411,32,93061,5.5,12490,60,4864,0.053,0,1,education,east,0
A202412,61,224144,6.9,3320,24,9465,0.0285,0,1,home_improvement,central,0
A202413,46,56574,8.3,13433,48,1907,0.0762,0,1,other,north,0
A202414,47,60683,7.5,7285,24,14818,0.1821,0,0,other,north,0
A202415,34,72167,1.0,6532,60,3668,0.0435,0,0,car,east,0
A202416,52,143977,4.0,37546,24,922,0.1336,0,0,medical,south,0
A202417,44,155976,1.7,9183,24,10903,0.0644,0,1,debt_consolidation,south,0
A202418,30,73138,5.7,26178,48,31343,0.3038,2,0,car,south,0
A202419,44,51888,5.3,1892,12,7085,0.1047,1,0,home_improvement,central,0
A202420,46,83586,2.4,5432,60,8201,0.0621,0,0,debt_consolidation,central,0
A202421,39,56727,3.2,4944,36,86163,0.7885,0,0,home_improvement,east,1
A202422,46,70527,0.7,5046,60,3454,0.0388,0,1,debt_consolidation,central,0
A202423,21,66729,7.7,22817,12,1203,0.3509,0,0,other,north,0
A202424,40,113208,6.3,9175,24,9880,0.0842,0,1,car,south,0
A202425,34,59284,9.0,20747,36,1551,0.1297,0,3,other,east,0
A202426,21,82091,6.2,7846,12,11219,0.1639,0,0,home_improvement,central,0
A202427,48,24177,7.6,5609,24,6132,0.2428,0,0,home_improvement,south,0
A202428,52,36386,6.9,31634,24,4856,0.5014,0,1,car,central,0
A202429,30,51294,1.3,5907,12,8198,0.1951,0,0,home_improvement,east,0
A202430,21,47591,2.4,17421,60,34917,0.4401,1,0,car,central,0
A202431,34,54274,3.3,14881,60,1520,0.0688,0,2,home_improvement,east,0
A202432,50,51488,7.7,4631,36,4197,0.0707,0,2,car,north,0
A202433,27,43286,3.4,11358,12,2918,0.2961,0,1,car,north,0
A202434,34,26780,3.3,15915,24,2117,0.3367,0,4,education,north,0
A202435,40,104392,5.6,4510,48,8187,0.05,0,4,debt_consolidation,central,0
A202436,42,49895,7.5,36583,36,3040,0.2749,0,1,home_improvement,east,0
A202437,37,65195,4.5,25031,60,8588,0.1427,0,2,home_improvement,central,0
A202438,21,80160,3.2,4366,48,6289,0.0528,0,1,other,east,0
A202439,35,50282,5.2,16516,36,28225,0.3902,0,0,car,east,0
A202440,36,39648,5.8,6458,60,3346,0.0748,0,0,car,central,0
A202441,37,53757,2.5,7842,48,38914,0.3984,0,1,debt_consolidation,south,0
