settlement_id,settled_at,payment_id,type,gross_minor,fee_minor,net_minor,currency,note
S004187,2026-05-08,P012760,capture,2527,103,2424,USD,
S004189,2026-05-08,P019990,capture,14815,460,14355,USD,
S004193,2026-05-08,P009830,capture,3012,117,2895,USD,
S004202,2026-05-08,P010270,capture,11451,362,11089,USD,
S004206,2026-05-08,P001598,capture,1930,86,1844,USD,
S004211,2026-05-08,P012563,capture,27285,821,26464,USD,
S004222,2026-05-08,P007544,capture,18249,559,17690,USD,
S004224,2026-05-08,P018260,capture,2504,103,2401,USD,
S004228,2026-05-08,P003594,capture,3399,129,3270,USD,
S004230,2026-05-08,P014546,capture,2011,88,1923,USD,
S004231,2026-05-08,P009167,capture,3581,134,3447,USD,
S004233,2026-05-08,P011758,capture,7684,253,7431,USD,
S004234,2026-05-08,P016001,capture,3041,118,2923,USD,
S004240,2026-05-08,P011485,capture,8202,268,7934,USD,
S004241,2026-05-08,P010152,capture,4466,160,4306,USD,
S004242,2026-05-08,P014924,capture,1064,61,1003,USD,
S004244,2026-05-08,P007958,capture,22923,695,22228,USD,
S004246,2026-05-08,P008742,capture,12732,399,12333,USD,
S004251,2026-05-08,P008107,capture,2850,113,2737,USD,
S004267,2026-05-08,P018142,capture,2423,100,2323,USD,
S004271,2026-05-08,P012746,capture,4180,151,4029,USD,
S004272,2026-05-08,P012885,capture,12806,401,12405,USD,
S004276,2026-05-08,P007322,capture,7363,244,7119,USD,
S004278,2026-05-08,P012224,capture,2454,101,2353,USD,
S004282,2026-05-08,P008050,capture,10443,333,10110,USD,
S004283,2026-05-08,P000737,capture,3290,125,3165,USD,
S004286,2026-05-08,P014282,capture,4959,174,4785,USD,
S004294,2026-05-08,P015741,capture,2760,110,2650,USD,
S004296,2026-05-08,P000404,capture,3031,118,2913,USD,
S004300,2026-05-08,P000618,capture,3327,126,3201,USD,
S004304,2026-05-08,P011412,capture,8446,275,8171,USD,
S004315,2026-05-08,P014934,capture,15476,479,14997,USD,
S004319,2026-05-08,P005125,capture,18275,560,17715,USD,
S004320,2026-05-08,P013202,capture,2728,109,2619,USD,
S004321,2026-05-08,P013188,capture,11302,358,10944,USD,
S004329,2026-05-08,P004798,capture,4009,146,3863,USD,
S004335,2026-05-08,P014478,capture,9796,314,9482,USD,
S004336,2026-05-08,P017350,capture,6663,223,6440,USD,
S004343,2026-05-08,P009706,capture,17939,550,17389,USD,
S004345,2026-05-08,P002129,capture,2096,91,2005,USD,
S004346,2026-05-08,P006425,capture,6585,221,6364,USD,
S004348,2026-05-08,P013707,capture,10094,323,9771,USD,
S004350,2026-05-08,P014192,capture,5254,182,5072,USD,
S004354,2026-05-08,P012371,capture,10202,326,9876,USD,
S004361,2026-05-08,P007746,capture,1495,73,1422,USD,
S004367,2026-05-08,P009203,capture,35892,1071,34821,USD,
S004371,2026-05-08,P015184,capture,2971,116,2855,USD,
S004374,2026-05-08,P001878,capture,5272,183,5089,USD,
S004375,2026-05-08,P013193,capture,6178,209,5969,USD,
S004379,2026-05-08,P005368,capture,3485,131,3354,USD,
S004380,2026-05-08,P007860,capture,14074,438,13636,USD,
S004381,2026-05-08,P004783,capture,3742,139,3603,USD,
S004383,2026-05-08,P013245,capture,2010,88,1922,USD,
S004384,2026-05-08,P010595,capture,6797,227,6570,USD,
S004389,2026-05-08,P009948,capture,12519,393,12126,USD,
S004390,2026-05-08,P014948,capture,7132,237,6895,USD,
S004393,2026-05-08,P009464,capture,909,56,853,USD,
S004404,2026-05-08,P002652,capture,12764,400,12364,USD,
S004406,2026-05-08,P001101,capture,626,48,578,USD,
S004410,2026-05-08,P001300,capture,2736,109,2627,USD,
S004411,2026-05-08,P004967,capture,14909,462,14447,USD,
S004418,2026-05-08,P003564,capture,31165,934,30231,USD,
S004419,2026-05-08,P002864,capture,9023,292,8731,USD,
S004423,2026-05-08,P005295,capture,8864,287,8577,USD,
S004429,2026-05-08,P015019,capture,6512,219,6293,USD,
S004432,2026-05-08,P009901,capture,26946,811,26135,USD,
S004438,2026-05-08,P002970,capture,5386,186,5200,USD,
S004443,2026-05-08,P012971,capture,5446,188,5258,USD,
S004450,2026-05-08,P001308,capture,3127,121,3006,USD,
S004451,2026-05-08,P008853,capture,5353,185,5168,USD,
S004460,2026-05-08,P002042,capture,2755,110,2645,USD,
S004461,2026-05-08,P009524,capture,3831,141,3690,USD,
S004462,2026-05-08,P008088,capture,2366,99,2267,USD,
S004463,2026-05-08,P018698,capture,26584,801,25783,USD,
S004464,2026-05-08,P017292,capture,8231,269,7962,USD,
S004465,2026-05-08,P000304,capture,8771,284,8487,USD,
S004466,2026-05-08,P012617,capture,7786,256,7530,USD,
S004468,2026-05-08,P018049,capture,5971,203,5768,USD,
S004469,2026-05-08,P001464,capture,5572,192,5380,USD,
S004470,2026-05-08,P009188,capture,7506,248,7258,USD,
S004474,2026-05-08,P012223,capture,8253,269,7984,USD,
S004476,2026-05-08,P005939,capture,13206,413,12793,USD,
S004479,2026-05-08,P004781,capture,2018,89,1929,USD,
S004482,2026-05-08,P017268,capture,3187,122,3065,USD,
S004484,2026-05-08,P009803,capture,16758,516,16242,USD,
S004488,2026-05-08,P017862,capture,51846,1534,50312,USD,
S004493,2026-05-08,P006666,capture,10261,328,9933,USD,
S004497,2026-05-08,P006808,capture,2262,96,2166,USD,
S004499,2026-05-08,P012301,capture,18029,553,17476,USD,
S004503,2026-05-08,P006846,capture,11216,355,10861,USD,
S004509,2026-05-08,P012397,capture,5691,195,5496,USD,
S004511,2026-05-08,P013381,capture,9936,318,9618,USD,
S004512,2026-05-08,P019158,capture,18238,559,17679,USD,
S004516,2026-05-08,P002327,capture,1265,67,1198,USD,
S004523,2026-05-08,P006478,capture,1617,77,1540,USD,
S004529,2026-05-08,P000261,capture,3246,124,3122,USD,
S004532,2026-05-08,P003608,capture,3394,128,3266,USD,
S004534,2026-05-08,P002681,capture,10370,331,10039,USD,
S004535,2026-05-08,P019939,capture,432,43,389,USD,
S004542,2026-05-08,P001177,capture,3624,135,3489,USD,
S004544,2026-05-08,P012128,capture,2288,96,2192,USD,
S004545,2026-05-08,P018319,capture,8980,290,8690,USD,
S004550,2026-05-08,P009360,capture,401,42,359,USD,
S004556,2026-05-08,P002062,capture,1351,69,1282,USD,
S004558,2026-05-08,P015440,capture,13262,415,12847,USD,
S004560,2026-05-08,P005065,capture,5233,182,5051,USD,
S004565,2026-05-08,P002805,capture,6789,227,6562,USD,
S004567,2026-05-08,P003896,capture,6227,211,6016,USD,
S004572,2026-05-08,P017604,capture,19626,599,19027,USD,
S004574,2026-05-08,P019702,capture,5169,180,4989,USD,
S004575,2026-05-08,P018101,capture,528,45,483,USD,
S004579,2026-05-08,P008535,capture,7477,247,7230,USD,
S004582,2026-05-08,P019019,capture,7903,259,7644,USD,
S004585,2026-05-08,P018148,capture,2767,110,2657,USD,
S004586,2026-05-08,P016492,capture,14617,454,14163,USD,
S004591,2026-05-08,P019096,capture,5905,201,5704,USD,
S004594,2026-05-08,P015967,capture,10064,322,9742,USD,
S004596,2026-05-08,P002713,capture,14596,453,14143,USD,
S004597,2026-05-08,P006323,capture,13041,408,12633,USD,
S004601,2026-05-08,P011954,capture,12923,405,12518,USD,
S004602,2026-05-08,P016929,capture,2453,101,2352,USD,
S004603,2026-05-08,P001107,capture,3210,123,3087,USD,
S004605,2026-05-08,P001516,capture,2986,117,2869,USD,
S004606,2026-05-08,P018356,capture,11041,350,10691,USD,
S004608,2026-05-08,P004857,capture,12223,384,11839,USD,
S004615,2026-05-08,P008091,capture,3750,139,3611,USD,
S004624,2026-05-08,P012533,capture,5955,203,5752,USD,
S004628,2026-05-08,P013643,capture,3848,142,3706,USD,
S004632,2026-05-08,P019635,capture,7793,256,7537,USD,
S004634,2026-05-08,P001329,capture,19014,581,18433,USD,
S004635,2026-05-08,P000655,capture,11454,362,11092,USD,
S004636,2026-05-08,P001370,capture,2701,108,2593,USD,
S004638,2026-05-08,P014443,capture,28037,844,27193,EUR,converted at 1.0961
S004642,2026-05-08,P011691,capture,4086,148,3938,USD,
S004647,2026-05-08,P002369,capture,12214,384,11830,USD,
S004652,2026-05-08,P009039,capture,7320,242,7078,USD,
S004653,2026-05-08,P005863,capture,7203,239,6964,USD,
S004654,2026-05-08,P017356,capture,2696,108,2588,USD,
S004655,2026-05-08,P004681,capture,1390,70,1320,USD,
S004657,2026-05-08,P015857,capture,4211,152,4059,USD,
S004664,2026-05-08,P008560,capture,6323,213,6110,USD,
S004666,2026-05-08,P012200,capture,7540,249,7291,USD,
S004671,2026-05-08,P009888,capture,20746,632,20114,USD,
S004672,2026-05-08,P011614,capture,12426,390,12036,USD,
S004674,2026-05-08,P010520,capture,24687,746,23941,USD,
S004676,2026-05-08,P010535,capture,4513,161,4352,USD,
S004678,2026-05-08,P004235,capture,29257,878,28379,USD,
S004680,2026-05-08,P009567,capture,2199,94,2105,USD,
S004684,2026-05-08,P005081,capture,10325,329,9996,USD,
S004688,2026-05-08,P014441,capture,2778,111,2667,USD,
S004690,2026-05-08,P012567,capture,2902,114,2788,USD,
S004691,2026-05-08,P007083,capture,14003,436,13567,USD,
S004698,2026-05-08,P004048,capture,3480,131,3349,USD,
S004702,2026-05-08,P006089,capture,4360,156,4204,USD,
S004705,2026-05-08,P007903,capture,25087,758,24329,USD,
S004711,2026-05-08,P005994,capture,2904,114,2790,USD,
S004712,2026-05-08,P010908,capture,4596,163,4433,USD,
S004719,2026-05-08,P009605,capture,5654,194,5460,USD,
S004724,2026-05-08,P009109,capture,4563,162,4401,USD,
S004730,2026-05-08,P008432,capture,2706,108,2598,USD,
S004734,2026-05-08,P007184,capture,3701,137,3564,USD,
S004735,2026-05-08,P013485,capture,6358,214,6144,USD,
S004739,2026-05-08,P000191,capture,19515,596,18919,USD,
S004740,2026-05-08,P003815,capture,1943,86,1857,USD,
S004756,2026-05-08,P010696,capture,2785,111,2674,USD,
S004757,2026-05-08,P008079,capture,1585,76,1509,USD,
S004758,2026-05-08,P016143,capture,14849,461,14388,USD,
S004760,2026-05-08,P011918,capture,2442,101,2341,USD,
S004763,2026-05-08,P008225,capture,1662,78,1584,USD,
S004765,2026-05-08,P001192,capture,19295,590,18705,USD,
S004766,2026-05-08,P011015,capture,2058,90,1968,USD,
S004767,2026-05-08,P002239,capture,6424,216,6208,USD,
S004768,2026-05-08,P019046,capture,1549,75,1474,USD,
S004771,2026-05-08,P004918,capture,1527,74,1453,USD,
S004772,2026-05-08,P018888,capture,8493,276,8217,USD,
S004776,2026-05-08,P019508,capture,4230,153,4077,USD,
S004777,2026-05-08,P014723,capture,4211,152,4059,USD,
S004778,2026-05-08,P002418,capture,4884,172,4712,USD,
S004779,2026-05-08,P018096,capture,985,59,926,USD,
S004785,2026-05-08,P012636,capture,4621,164,4457,USD,
S004793,2026-05-08,P000351,capture,8325,271,8054,USD,
S004794,2026-05-08,P002574,capture,12002,378,11624,USD,
S004795,2026-05-08,P014110,capture,45837,1359,44478,USD,
S004797,2026-05-08,P008638,capture,6594,221,6373,USD,
S004801,2026-05-08,P003923,capture,6422,216,6206,USD,
S004802,2026-05-08,P004282,capture,2716,109,2607,USD,
S004804,2026-05-08,P012959,capture,1474,73,1401,USD,
S004807,2026-05-08,P011130,capture,886,56,830,USD,
S004810,2026-05-08,P001966,capture,1766,81,1685,USD,
S004811,2026-05-08,P018999,capture,12967,406,12561,USD,
S004815,2026-05-08,P018450,capture,6287,212,6075,USD,
S004818,2026-05-08,P009013,capture,1461,72,1389,USD,
S004820,2026-05-08,P008578,capture,4151,150,4001,USD,
S004823,2026-05-08,P013473,capture,4149,150,3999,USD,
S004833,2026-05-08,P002542,capture,12962,406,12556,USD,
S004838,2026-05-08,P000944,capture,4601,163,4438,USD,
S004839,2026-05-08,P000794,capture,6989,233,6756,USD,
S004844,2026-05-08,P017481,capture,9981,319,9662,USD,
S004845,2026-05-08,P019116,capture,1829,83,1746,USD,
S004847,2026-05-08,P015116,capture,1811,83,1728,USD,
S004850,2026-05-08,P018697,capture,26002,784,25218,USD,
S004862,2026-05-08,P006747,capture,11240,356,10884,USD,
S004867,2026-05-08,P000799,capture,17741,544,17197,USD,
S004868,2026-05-08,P003151,capture,6927,231,6696,USD,
S004871,2026-05-08,P016539,capture,5368,186,5182,USD,
S004875,2026-05-08,P018970,capture,5935,202,5733,USD,
S004880,2026-05-08,P016371,capture,12913,404,12509,USD,
S004883,2026-05-08,P011890,capture,2301,97,2204,USD,
S004886,2026-05-08,P013884,capture,8046,263,7783,USD,
S004888,2026-05-08,P007797,capture,11300,358,10942,USD,
S004893,2026-05-08,P007311,capture,26423,796,25627,USD,
S004894,2026-05-08,P001910,capture,2183,93,2090,USD,
S004897,2026-05-08,P012350,capture,10492,334,10158,USD,
S004899,2026-05-08,P018600,capture,3327,126,3201,USD,
S004901,2026-05-08,P019337,capture,18978,580,18398,USD,
S004902,2026-05-08,P010510,capture,814,54,760,USD,
S004903,2026-05-08,P019885,capture,10690,340,10350,USD,
S004904,2026-05-08,P001538,capture,1787,82,1705,USD,
S004907,2026-05-08,P005879,capture,2403,100,2303,USD,
S004908,2026-05-08,P013125,capture,3347,127,3220,USD,
S004909,2026-05-08,P009812,capture,2559,104,2455,USD,
S004912,2026-05-08,P006637,capture,2842,112,2730,USD,
S004915,2026-05-08,P000344,capture,3474,131,3343,USD,
S004918,2026-05-08,P009493,capture,3142,121,3021,USD,
S004920,2026-05-08,P014489,capture,5038,176,4862,USD,
S004922,2026-05-08,P002315,capture,17065,525,16540,USD,
S004926,2026-05-08,P009630,capture,1259,67,1192,USD,
S004929,2026-05-08,P005854,capture,3605,135,3470,USD,
S004932,2026-05-08,P005858,capture,2837,112,2725,USD,
S004933,2026-05-08,P011303,capture,7248,240,7008,USD,
S004946,2026-05-08,P019542,capture,8417,274,8143,USD,
S004949,2026-05-08,P009128,capture,4515,161,4354,USD,
S004951,2026-05-08,P000543,capture,3065,119,2946,USD,
S004952,2026-05-08,P017288,capture,5677,195,5482,USD,
S004955,2026-05-08,P018836,capture,2898,114,2784,USD,
S004962,2026-05-08,P000264,capture,1075,61,1014,USD,
S004963,2026-05-08,P003522,capture,10984,349,10635,USD,
S004971,2026-05-08,P010383,capture,3370,128,3242,USD,
S004972,2026-05-08,P006765,capture,1828,83,1745,USD,
S004973,2026-05-08,P005392,capture,2068,90,1978,USD,
S004984,2026-05-08,P013517,capture,6221,210,6011,USD,
S004987,2026-05-08,P019452,capture,7322,242,7080,USD,
S004988,2026-05-08,P014939,capture,1104,62,1042,USD,
S004989,2026-05-08,P007210,capture,1922,86,1836,USD,
S004992,2026-05-08,P018487,capture,2413,100,2313,USD,
S004994,2026-05-08,P006438,capture,2901,114,2787,USD,
S004995,2026-05-08,P016171,capture,11811,373,11438,USD,
S004997,2026-05-08,P006781,capture,12018,379,11639,USD,
S005002,2026-05-08,P008316,capture,2393,99,2294,USD,
S005009,2026-05-08,P009530,capture,5369,186,5183,USD,
S005011,2026-05-08,P013586,capture,999,59,940,USD,
S005018,2026-05-08,P010395,capture,5778,198,5580,USD,
S005020,2026-05-08,P017492,capture,6756,226,6530,USD,
S005025,2026-05-08,P002502,capture,2192,94,2098,USD,
S005027,2026-05-08,P006990,capture,11953,377,11576,USD,
S005028,2026-05-08,P003412,capture,1623,77,1546,USD,
S005030,2026-05-08,P005447,capture,5638,194,5444,USD,
S005035,2026-05-08,P004983,capture,10986,349,10637,USD,
S005036,2026-05-08,P015547,refund,-5016,0,-5016,USD,
S005040,2026-05-08,P011140,capture,6799,227,6572,USD,
S005044,2026-05-08,P018340,capture,3627,135,3492,USD,
S005045,2026-05-08,P002319,capture,2248,95,2153,USD,
S005047,2026-05-08,P009372,capture,1212,65,1147,USD,
S005050,2026-05-08,P003011,capture,9537,307,9230,USD,
S005051,2026-05-08,P013551,capture,3995,146,3849,USD,
S005059,2026-05-08,P011851,capture,6398,216,6182,USD,
S005061,2026-05-08,P014391,capture,10271,328,9943,USD,
S005064,2026-05-08,P018627,capture,23749,719,23030,USD,
S005079,2026-05-08,P013967,capture,9951,319,9632,USD,
S005083,2026-05-08,P011677,capture,32717,979,31738,USD,
S005087,2026-05-08,P006918,capture,3666,136,3530,USD,
S005091,2026-05-08,P011695,capture,4237,153,4084,USD,
S005096,2026-05-08,P000115,capture,6858,229,6629,USD,
S005101,2026-05-08,P006698,capture,46495,1378,45117,USD,
S005102,2026-05-08,P019111,capture,10210,326,9884,USD,
S005103,2026-05-08,P013426,capture,2378,99,2279,USD,
S005105,2026-05-08,P019785,capture,3144,121,3023,USD,
S005106,2026-05-08,P017047,capture,20970,638,20332,USD,
S005107,2026-05-08,P015246,capture,5819,199,5620,USD,
S005108,2026-05-08,P006534,capture,1272,67,1205,USD,
S005109,2026-05-08,P005483,capture,1462,72,1390,USD,
S005111,2026-05-08,P019429,capture,5371,186,5185,USD,
S005112,2026-05-08,P015468,capture,3662,136,3526,USD,
S005117,2026-05-08,P012697,capture,4059,148,3911,USD,
S005118,2026-05-08,P013640,capture,7787,256,7531,USD,
S005119,2026-05-08,P015408,capture,3145,121,3024,USD,
S005121,2026-05-08,P007908,capture,8500,276,8224,USD,
S005124,2026-05-08,P014462,capture,2942,115,2827,USD,
S005125,2026-05-08,P006519,capture,7432,246,7186,USD,
S005126,2026-05-08,P016241,capture,8299,271,8028,USD,
S005128,2026-05-08,P017255,capture,33604,1005,32599,USD,
S005129,2026-05-08,P012130,capture,1878,84,1794,USD,
S005130,2026-05-08,P014264,capture,32486,972,31514,USD,
S005131,2026-05-08,P011579,capture,4172,151,4021,USD,
S005135,2026-05-08,P013095,capture,3375,128,3247,USD,
S005136,2026-05-08,P019769,capture,4977,174,4803,USD,
S005137,2026-05-08,P008022,capture,3252,124,3128,USD,
S005138,2026-05-08,P009061,capture,7239,240,6999,USD,
S005139,2026-05-08,P008296,capture,6871,229,6642,USD,
S005140,2026-05-08,P010778,capture,10019,321,9698,USD,
S005141,2026-05-08,P017233,capture,14520,451,14069,USD,
S005143,2026-05-08,P000744,capture,9533,306,9227,USD,
S005144,2026-05-08,P010456,capture,1135,63,1072,USD,
S005145,2026-05-08,P008007,capture,3692,137,3555,USD,
S005147,2026-05-08,P005423,capture,3082,119,2963,USD,
S005148,2026-05-08,P014944,capture,6258,211,6047,USD,
S005150,2026-05-08,P011304,capture,4432,159,4273,USD,
S005151,2026-05-08,P001023,capture,13269,415,12854,USD,
S005152,2026-05-08,P010902,capture,11059,351,10708,USD,
S005155,2026-05-08,P006820,capture,24435,739,23696,USD,
S005156,2026-05-08,P015467,capture,1762,81,1681,USD,
S005157,2026-05-08,P011245,capture,3082,119,2963,USD,
S005158,2026-05-08,P012270,capture,8112,265,7847,USD,
S005159,2026-05-08,P012877,capture,15525,480,15045,USD,
S005161,2026-05-08,P003827,capture,13049,408,12641,USD,
S005162,2026-05-08,P014749,capture,7663,252,7411,USD,
S005164,2026-05-08,P007025,capture,1666,78,1588,USD,
S005165,2026-05-08,P006809,capture,8840,286,8554,USD,
S005167,2026-05-08,P009617,capture,1633,77,1556,USD,
S005169,2026-05-08,P017409,capture,7553,249,7304,USD,
S005170,2026-05-08,P011100,capture,11036,350,10686,USD,
S005171,2026-05-08,P011026,capture,7015,233,6782,USD,
S005172,2026-05-08,P010394,capture,5621,193,5428,USD,
S005173,2026-05-08,P015207,capture,2099,91,2008,USD,
S005174,2026-05-08,P004246,capture,16816,518,16298,USD,
S005175,2026-05-08,P017803,capture,5851,200,5651,USD,
S005176,2026-05-08,P014618,capture,2326,97,2229,USD,
S005179,2026-05-08,P015766,capture,9310,300,9010,USD,
S005182,2026-05-08,P001582,capture,2405,100,2305,USD,
S005183,2026-05-08,P000357,capture,8444,275,8169,USD,
S005184,2026-05-08,P007680,capture,8928,289,8639,USD,
S005185,2026-05-08,P010369,capture,7295,242,7053,USD,
S005186,2026-05-08,P019107,capture,10708,341,10367,USD,
S005187,2026-05-08,P014708,capture,10176,325,9851,USD,
S005188,2026-05-08,P015402,capture,9183,296,8887,USD,
S005189,2026-05-08,P005360,capture,24172,731,23441,USD,
S005190,2026-05-08,P008740,capture,3788,140,3648,USD,
S005191,2026-05-08,P013564,capture,576,47,529,USD,
S005192,2026-05-08,P002639,capture,2774,110,2664,USD,
S005193,2026-05-08,P017796,capture,2296,97,2199,USD,
S005194,2026-05-08,P017667,capture,9167,296,8871,USD,
S005196,2026-05-08,P013123,capture,38870,1157,37713,USD,
S005197,2026-05-08,P012655,capture,4567,162,4405,USD,
S005198,2026-05-08,P016540,capture,22892,694,22198,USD,
S005199,2026-05-08,P010502,capture,11547,365,11182,USD,
S005201,2026-05-08,P010634,capture,5094,178,4916,USD,
S005202,2026-05-08,P009916,capture,714,51,663,USD,
S005203,2026-05-08,P008548,capture,9272,299,8973,USD,
S005208,2026-05-08,P001476,capture,1818,83,1735,USD,
S005209,2026-05-08,P014390,capture,2197,94,2103,USD,
S005211,2026-05-08,P015856,capture,2501,103,2398,USD,
S005212,2026-05-08,P008484,capture,2430,100,2330,USD,
S005215,2026-05-08,P004425,capture,7487,247,7240,USD,
S005216,2026-05-08,P005328,capture,5361,185,5176,USD,
S005219,2026-05-08,P007047,capture,3206,123,3083,USD,
S005221,2026-05-08,P005668,capture,7594,250,7344,USD,
S005222,2026-05-08,P000429,capture,6825,228,6597,USD,
S005225,2026-05-08,P015004,capture,5842,199,5643,USD,
S005226,2026-05-08,P018921,capture,17391,534,16857,USD,
S005228,2026-05-08,P014232,capture,7328,243,7085,USD,
S005229,2026-05-08,P001482,capture,14766,458,14308,USD,
S005230,2026-05-08,P007340,capture,4591,163,4428,USD,
S005232,2026-05-08,P013414,capture,866,55,811,USD,
S005233,2026-05-08,P016461,capture,8261,270,7991,USD,
S005234,2026-05-08,P005864,capture,8591,279,8312,USD,
